name,slug,description,price,costPrice,stock,minStock,categorySlug,packageCategory,maxWeightGrams,maxLengthCm,maxWidthCm,maxHeightCm,volumeScore,allowedVehicles
YERBA CHOCOLATE DUBAI CBSE 250gr,yerba-chocolate-dubai-cbse-250gr,Yerba Chocolate Dubai Cbse 250Gr,2000,1300,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
PLUSBELLE ESCENCIA 120 GR,plusbelle-escencia-120-gr,Plusbelle Escencia 120 Gr,700,455,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
CREMA P/BATIR LA SERENISIMA 200ml,crema-pbatir-la-serenisima-200ml,Crema P/Batir La Serenisima 200Ml,3200,2080,100,5,farmacia,MICRO,250,12,5,5,1,BIKE|MOTO
CREMA P/ COCINAR LA SERENISIMA 200ml,crema-p-cocinar-la-serenisima-200ml,Crema P/ Cocinar La Serenisima 200Ml,3000,1950,100,5,farmacia,MICRO,250,12,5,5,1,BIKE|MOTO
QUESO FINLANDIA CLASICO CLASICO 100gr,queso-finlandia-clasico-clasico-100gr,Queso Finlandia Clasico Clasico 100Gr,3800,2470,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
QUESO FINLANDIA LIGHT 180gr,queso-finlandia-light-180gr,Queso Finlandia Light 180Gr,3800,2470,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
LECHE DESCREMADA LA SERENISIMA 1L,leche-descremada-la-serenisima-1l,Leche Descremada La Serenisima 1L,2300,1495,100,5,supermercado,SMALL,1100,31,9,9,3,BIKE|MOTO|CAR
LECHE ENTERA LA SERENISIMA 1L,leche-entera-la-serenisima-1l,Leche Entera La Serenisima 1L,2300,1495,100,5,supermercado,SMALL,1100,31,9,9,3,BIKE|MOTO|CAR
DOS CORAZONES 26gr,dos-corazones-26gr,Dos Corazones 26Gr,2000,1300,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
ESCARBADIENTES IDEAL,escarbadientes-ideal,Escarbadientes Ideal,1100,715,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
ILOLAY DULCE DE LECHE 400gr,ilolay-dulce-de-leche-400gr,Ilolay Dulce De Leche 400Gr,4500,2925,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
QUESO RALLADO ILOLAY 40gr,queso-rallado-ilolay-40gr,Queso Rallado Ilolay 40Gr,1500,975,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
MANTECA ILOLAY 100gr,manteca-ilolay-100gr,Manteca Ilolay 100Gr,3300,2145,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
LENGUETAZO TUTTI FRUTTI 13gr,lenguetazo-tutti-frutti-13gr,Lenguetazo Tutti Frutti 13Gr,500,325,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
LEVADURA SECA INSTANTANEA 10gr,levadura-seca-instantanea-10gr,Levadura Seca Instantanea 10Gr,700,455,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
ALFAJOR TITA 36gr,alfajor-tita-36gr,Alfajor Tita 36Gr,1100,715,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
CUSENIER CAFE AL COÑAC,cusenier-cafe-al-conac,Cusenier Cafe Al Coñac,3000,1950,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
PASCUALINA CRIOLLA ALIJOR 390 GR,pascualina-criolla-alijor-390-gr,Pascualina Criolla Alijor 390 Gr,2300,1495,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
COCA COLA LATA 354ml,coca-cola-lata-354ml,Coca Cola Lata 354Ml,1900,1235,100,5,bebidas,MICRO,400,13,7,7,1,BIKE|MOTO
FANTA LATA 354ml,fanta-lata-354ml,Fanta Lata 354Ml,1900,1235,100,5,bebidas,MICRO,400,13,7,7,1,BIKE|MOTO
SPRITE LATA 354 ml,sprite-lata-354-ml,Sprite Lata 354 Ml,1900,1235,100,5,bebidas,MICRO,400,13,7,7,1,BIKE|MOTO
COCA COLA 1.5L,coca-cola-15l,Coca Cola 1.5L,4900,3185,100,5,bebidas,SMALL,1650,34,10,10,3,BIKE|MOTO|CAR
"SPRITE 1,5L",sprite-15l,"Sprite 1,5L",4900,3185,100,5,bebidas,SMALL,1650,34,10,10,3,BIKE|MOTO|CAR
"FANTA NARANJA 1,5L",fanta-naranja-15l,"Fanta Naranja 1,5L",4900,3185,100,5,bebidas,SMALL,1650,34,10,10,3,BIKE|MOTO|CAR
CEPITA MULTIFRUTA 200ml,cepita-multifruta-200ml,Cepita Multifruta 200Ml,900,585,100,5,bebidas,MICRO,250,12,5,5,1,BIKE|MOTO
COCA COLA 500ml,coca-cola-500ml,Coca Cola 500Ml,2300,1495,100,5,bebidas,MICRO,540,23,7,7,1,BIKE|MOTO
SPRITE 500ml,sprite-500ml,Sprite 500Ml,2300,1495,100,5,bebidas,MICRO,540,23,7,7,1,BIKE|MOTO
FANTA NARANJA 500ml,fanta-naranja-500ml,Fanta Naranja 500Ml,2300,1495,100,5,bebidas,MICRO,540,23,7,7,1,BIKE|MOTO
COCA COLA 2.25L,coca-cola-225l,Coca Cola 2.25L,7200,4680,100,5,bebidas,MEDIUM,2500,35,12,12,6,MOTO|CAR
"SPRITE 2,25",sprite-225,"Sprite 2,25",7000,4550,100,5,bebidas,MEDIUM,2500,35,12,12,6,MOTO|CAR
"FANTA NARANJA 2,25L",fanta-naranja-225l,"Fanta Naranja 2,25L",7000,4550,100,5,bebidas,MEDIUM,2500,35,12,12,6,MOTO|CAR
FANTA POMELO 2.25L,fanta-pomelo-225l,Fanta Pomelo 2.25L,7000,4550,100,5,bebidas,MEDIUM,2500,35,12,12,6,MOTO|CAR
FANTA LIMON 500ml,fanta-limon-500ml,Fanta Limon 500Ml,2200,1430,100,5,bebidas,MICRO,540,23,7,7,1,BIKE|MOTO
FANTA POMELO 500ml,fanta-pomelo-500ml,Fanta Pomelo 500Ml,2200,1430,100,5,bebidas,MICRO,540,23,7,7,1,BIKE|MOTO
COCA COLA 1L,coca-cola-1l,Coca Cola 1L,3900,2535,100,5,bebidas,SMALL,1100,31,9,9,3,BIKE|MOTO|CAR
COCA COLA LIGHT 500ml,coca-cola-light-500ml,Coca Cola Light 500Ml,2100,1365,100,5,bebidas,MICRO,540,23,7,7,1,BIKE|MOTO
"FANTA ZERO 2,25L",fanta-zero-225l,"Fanta Zero 2,25L",7000,4550,100,5,bebidas,MEDIUM,2500,35,12,12,6,MOTO|CAR
SCHWEPPES GINGER ALE 310ml,schweppes-ginger-ale-310ml,Schweppes Ginger Ale 310Ml,1800,1170,100,5,bebidas,MICRO,200,15,8,5,1,BIKE|MOTO
CEPITA DURAZNO 200ml,cepita-durazno-200ml,Cepita Durazno 200Ml,900,585,100,5,bebidas,MICRO,250,12,5,5,1,BIKE|MOTO
SCHWEPPES TONICA LATA 310ML,schweppes-tonica-lata-310ml,Schweppes Tonica Lata 310Ml,1800,1170,100,5,bebidas,MICRO,200,15,8,5,1,BIKE|MOTO
AGUA BONAQUA 500 ML,agua-bonaqua-500-ml,Agua Bonaqua 500 Ml,1800,1170,100,5,bebidas,MICRO,540,23,7,7,1,BIKE|MOTO
"AGUA BONAQUA 1,5L",agua-bonaqua-15l,"Agua Bonaqua 1,5L",3300,2145,100,5,bebidas,SMALL,1650,34,10,10,3,BIKE|MOTO|CAR
AGUA BONAQUA 2L,agua-bonaqua-2l,Agua Bonaqua 2L,3700,2405,100,5,bebidas,MEDIUM,2500,35,12,12,6,MOTO|CAR
AGUA C/GAS BONAQUA 500ml,agua-cgas-bonaqua-500ml,Agua C/Gas Bonaqua 500Ml,1900,1235,100,5,bebidas,MICRO,540,23,7,7,1,BIKE|MOTO
AGUA C/GAS BONAQUA 1.5L,agua-cgas-bonaqua-15l,Agua C/Gas Bonaqua 1.5L,3200,2080,100,5,bebidas,SMALL,1650,34,10,10,3,BIKE|MOTO|CAR
FANTA ZERO 354ml,fanta-zero-354ml,Fanta Zero 354Ml,1900,1235,100,5,bebidas,MICRO,400,13,7,7,1,BIKE|MOTO
CEPITA MANZANA 300ML,cepita-manzana-300ml,Cepita Manzana 300Ml,1400,910,100,5,bebidas,MICRO,200,15,8,5,1,BIKE|MOTO
SPRITE 1L,sprite-1l,Sprite 1L,3700,2405,100,5,bebidas,SMALL,1100,31,9,9,3,BIKE|MOTO|CAR
COCA COLA 2.5L,coca-cola-25l,Coca Cola 2.5L,7000,4550,100,5,bebidas,MEDIUM,2500,35,12,12,6,MOTO|CAR
POWERADE  MOUNTAIN BLAST 995ml,powerade-mountain-blast-995ml,Powerade  Mountain Blast 995Ml,4300,2795,100,5,bebidas,MICRO,200,15,8,5,1,BIKE|MOTO
"SCHWEPPES AGUA TONICA 1,5L",schweppes-agua-tonica-15l,"Schweppes Agua Tonica 1,5L",4900,3185,100,5,bebidas,SMALL,1650,34,10,10,3,BIKE|MOTO|CAR
"SCHWEPPES CITRUS 1,5L",schweppes-citrus-15l,"Schweppes Citrus 1,5L",4900,3185,100,5,bebidas,SMALL,1650,34,10,10,3,BIKE|MOTO|CAR
"CRUSH LIMA LIMON 2,25L",crush-lima-limon-225l,"Crush Lima Limon 2,25L",4000,2600,100,5,kiosco,MEDIUM,2500,35,12,12,6,MOTO|CAR
AQUARIUS LIMONADA 500 ML,aquarius-limonada-500-ml,Aquarius Limonada 500 Ml,2000,1300,100,5,bebidas,MICRO,540,23,7,7,1,BIKE|MOTO
"AQUARIUS LIMONADA 1,5L",aquarius-limonada-15l,"Aquarius Limonada 1,5L",4700,3055,100,5,bebidas,SMALL,1650,34,10,10,3,BIKE|MOTO|CAR
CEPITA NARANJA 1L,cepita-naranja-1l,Cepita Naranja 1L,3500,2275,100,5,bebidas,SMALL,1100,31,9,9,3,BIKE|MOTO|CAR
CEPITA DURAZNO 1L,cepita-durazno-1l,Cepita Durazno 1L,3500,2275,100,5,bebidas,SMALL,1100,31,9,9,3,BIKE|MOTO|CAR
CEPITA MANZANA 1L,cepita-manzana-1l,Cepita Manzana 1L,3500,2275,100,5,bebidas,SMALL,1100,31,9,9,3,BIKE|MOTO|CAR
SCHWEPPS POMELO ZERO 500ml,schwepps-pomelo-zero-500ml,Schwepps Pomelo Zero 500Ml,2100,1365,100,5,kiosco,MICRO,540,23,7,7,1,BIKE|MOTO
"SCHWEPPES POMELO 1,5L",schweppes-pomelo-15l,"Schweppes Pomelo 1,5L",4900,3185,100,5,bebidas,SMALL,1650,34,10,10,3,BIKE|MOTO|CAR
SPRITE ZERO 500ml,sprite-zero-500ml,Sprite Zero 500Ml,2300,1495,100,5,bebidas,MICRO,540,23,7,7,1,BIKE|MOTO
"SPRITE ZERO 1,5L",sprite-zero-15l,"Sprite Zero 1,5L",4900,3185,100,5,bebidas,SMALL,1650,34,10,10,3,BIKE|MOTO|CAR
SPRITE ZERO LATA 354ml,sprite-zero-lata-354ml,Sprite Zero Lata 354Ml,1900,1235,100,5,bebidas,MICRO,400,13,7,7,1,BIKE|MOTO
COCA COLA ZERO 500ml,coca-cola-zero-500ml,Coca Cola Zero 500Ml,2200,1430,100,5,bebidas,MICRO,540,23,7,7,1,BIKE|MOTO
"COCA COLA ZERO 1,5L",coca-cola-zero-15l,"Coca Cola Zero 1,5L",5000,3250,100,5,bebidas,SMALL,1650,34,10,10,3,BIKE|MOTO|CAR
COCA COLA ZERO 354ml,coca-cola-zero-354ml,Coca Cola Zero 354Ml,1900,1235,100,5,bebidas,MICRO,400,13,7,7,1,BIKE|MOTO
COCA COLA ZERO 1L,coca-cola-zero-1l,Coca Cola Zero 1L,3900,2535,100,5,bebidas,SMALL,1100,31,9,9,3,BIKE|MOTO|CAR
SPRITE 2.5L,sprite-25l,Sprite 2.5L,7000,4550,100,5,bebidas,MEDIUM,2500,35,12,12,6,MOTO|CAR
POWERADE MANZANA 500ml,powerade-manzana-500ml,Powerade Manzana 500Ml,3000,1950,100,5,bebidas,MICRO,540,23,7,7,1,BIKE|MOTO
POWERADE MOUNTAIN BLAST 500ml,powerade-mountain-blast-500ml,Powerade Mountain Blast 500Ml,3000,1950,100,5,bebidas,MICRO,540,23,7,7,1,BIKE|MOTO
POWERADE NARANJA 500ml,powerade-naranja-500ml,Powerade Naranja 500Ml,3000,1950,100,5,bebidas,MICRO,540,23,7,7,1,BIKE|MOTO
AQUARIUS PERA 500 ML,aquarius-pera-500-ml,Aquarius Pera 500 Ml,2000,1300,100,5,bebidas,MICRO,540,23,7,7,1,BIKE|MOTO
AQUARIUS MANZANA 500 ML,aquarius-manzana-500-ml,Aquarius Manzana 500 Ml,2000,1300,100,5,bebidas,MICRO,540,23,7,7,1,BIKE|MOTO
AQUARIUS POMELO 500 ML,aquarius-pomelo-500-ml,Aquarius Pomelo 500 Ml,2000,1300,100,5,bebidas,MICRO,540,23,7,7,1,BIKE|MOTO
"AQUARIUS PERA 1,5L",aquarius-pera-15l,"Aquarius Pera 1,5L",4700,3055,100,5,bebidas,SMALL,1650,34,10,10,3,BIKE|MOTO|CAR
"AQUARIUS MANZANA 1,5L",aquarius-manzana-15l,"Aquarius Manzana 1,5L",4700,3055,100,5,bebidas,SMALL,1650,34,10,10,3,BIKE|MOTO|CAR
"AQUARIUS POMELO 1,5L",aquarius-pomelo-15l,"Aquarius Pomelo 1,5L",4700,3055,100,5,bebidas,SMALL,1650,34,10,10,3,BIKE|MOTO|CAR
POWERADE FRUTAS TROPICALES 500 ML,powerade-frutas-tropicales-500-ml,Powerade Frutas Tropicales 500 Ml,3000,1950,100,5,bebidas,MICRO,540,23,7,7,1,BIKE|MOTO
AQUARIUS UVA VERDE 500 ML,aquarius-uva-verde-500-ml,Aquarius Uva Verde 500 Ml,2000,1300,100,5,bebidas,MICRO,540,23,7,7,1,BIKE|MOTO
AQUARIUS NARANJA 500ml,aquarius-naranja-500ml,Aquarius Naranja 500Ml,2000,1300,100,5,bebidas,MICRO,540,23,7,7,1,BIKE|MOTO
"AQUARIUS UVA VERDE 1,5L",aquarius-uva-verde-15l,"Aquarius Uva Verde 1,5L",4700,3055,100,5,bebidas,SMALL,1650,34,10,10,3,BIKE|MOTO|CAR
"AQUARIUS NARANJA 1,5L",aquarius-naranja-15l,"Aquarius Naranja 1,5L",4700,3055,100,5,bebidas,SMALL,1650,34,10,10,3,BIKE|MOTO|CAR
CEPITA DURAZNO 1.5L,cepita-durazno-15l,Cepita Durazno 1.5L,5000,3250,100,5,bebidas,SMALL,1650,34,10,10,3,BIKE|MOTO|CAR
CEPITA DURAZNO 300ml,cepita-durazno-300ml,Cepita Durazno 300Ml,1400,910,100,5,bebidas,MICRO,200,15,8,5,1,BIKE|MOTO
CEPITA NARANJA 200ml,cepita-naranja-200ml,Cepita Naranja 200Ml,900,585,100,5,bebidas,MICRO,250,12,5,5,1,BIKE|MOTO
CEPITA ANANA 300ML,cepita-anana-300ml,Cepita Anana 300Ml,1400,910,100,5,bebidas,MICRO,200,15,8,5,1,BIKE|MOTO
"CEPITA ANANA TROP 1,5L",cepita-anana-trop-15l,"Cepita Anana Trop 1,5L",5000,3250,100,5,bebidas,SMALL,1650,34,10,10,3,BIKE|MOTO|CAR
CEPITA NARANJA 300ML,cepita-naranja-300ml,Cepita Naranja 300Ml,1400,910,100,5,bebidas,MICRO,200,15,8,5,1,BIKE|MOTO
CEPITA NARANJA 1.5L,cepita-naranja-15l,Cepita Naranja 1.5L,5000,3250,100,5,bebidas,SMALL,1650,34,10,10,3,BIKE|MOTO|CAR
COCA COLA LATA 220ml,coca-cola-lata-220ml,Coca Cola Lata 220Ml,1200,780,100,5,bebidas,MICRO,200,15,8,5,1,BIKE|MOTO
COCA COLA ZERO 220ml,coca-cola-zero-220ml,Coca Cola Zero 220Ml,1200,780,100,5,bebidas,MICRO,200,15,8,5,1,BIKE|MOTO
FANTA LATA 220ml,fanta-lata-220ml,Fanta Lata 220Ml,1200,780,100,5,bebidas,MICRO,200,15,8,5,1,BIKE|MOTO
SPRITE LATA 220ml,sprite-lata-220ml,Sprite Lata 220Ml,1200,780,100,5,bebidas,MICRO,200,15,8,5,1,BIKE|MOTO
CEPITA ANANA 1L,cepita-anana-1l,Cepita Anana 1L,3500,2275,100,5,bebidas,SMALL,1100,31,9,9,3,BIKE|MOTO|CAR
ADES ANANA 200ml,ades-anana-200ml,Ades Anana 200Ml,1000,650,100,5,bebidas,MICRO,250,12,5,5,1,BIKE|MOTO
ADES DURAZNO 200ml,ades-durazno-200ml,Ades Durazno 200Ml,1000,650,100,5,bebidas,MICRO,250,12,5,5,1,BIKE|MOTO
ADES MANZANA 200ml,ades-manzana-200ml,Ades Manzana 200Ml,1000,650,100,5,bebidas,MICRO,250,12,5,5,1,BIKE|MOTO
ADES NARANJA 200ml,ades-naranja-200ml,Ades Naranja 200Ml,1000,650,100,5,bebidas,MICRO,250,12,5,5,1,BIKE|MOTO
ADES TROPICAL 200ml,ades-tropical-200ml,Ades Tropical 200Ml,1000,650,100,5,bebidas,MICRO,250,12,5,5,1,BIKE|MOTO
ADES ANANA 1L,ades-anana-1l,Ades Anana 1L,4100,2665,100,5,bebidas,SMALL,1100,31,9,9,3,BIKE|MOTO|CAR
ADES DURAZNO 1L,ades-durazno-1l,Ades Durazno 1L,4100,2665,100,5,bebidas,SMALL,1100,31,9,9,3,BIKE|MOTO|CAR
ADES MANZANA 1L,ades-manzana-1l,Ades Manzana 1L,4100,2665,100,5,bebidas,SMALL,1100,31,9,9,3,BIKE|MOTO|CAR
ADES NARANJA 1L,ades-naranja-1l,Ades Naranja 1L,4100,2665,100,5,bebidas,SMALL,1100,31,9,9,3,BIKE|MOTO|CAR
ADES FRUTAS TROPICALES 1L,ades-frutas-tropicales-1l,Ades Frutas Tropicales 1L,4100,2665,100,5,bebidas,SMALL,1100,31,9,9,3,BIKE|MOTO|CAR
SCHWEPPES POMELO ZERO 310ml,schweppes-pomelo-zero-310ml,Schweppes Pomelo Zero 310Ml,1800,1170,100,5,bebidas,MICRO,200,15,8,5,1,BIKE|MOTO
COCA COLA CAFE LATA 220ml,coca-cola-cafe-lata-220ml,Coca Cola Cafe Lata 220Ml,1400,910,100,5,bebidas,MICRO,200,15,8,5,1,BIKE|MOTO
AGUA CON GAS BENEDICTINO 1.5L,agua-con-gas-benedictino-15l,Agua Con Gas Benedictino 1.5L,2600,1690,100,5,bebidas,SMALL,1650,34,10,10,3,BIKE|MOTO|CAR
AGUA BENEDICTINO 500ML,agua-benedictino-500ml,Agua Benedictino 500Ml,1700,1105,100,5,bebidas,MICRO,540,23,7,7,1,BIKE|MOTO
"BENEDICTINO AGUA S/G 1,5L",benedictino-agua-sg-15l,"Benedictino Agua S/G 1,5L",2600,1690,100,5,bebidas,SMALL,1650,34,10,10,3,BIKE|MOTO|CAR
SCHWEPPES ZERO 310ml,schweppes-zero-310ml,Schweppes Zero 310Ml,1800,1170,100,5,bebidas,MICRO,200,15,8,5,1,BIKE|MOTO
POWERADE UVA 500ml,powerade-uva-500ml,Powerade Uva 500Ml,3000,1950,100,5,bebidas,MICRO,540,23,7,7,1,BIKE|MOTO
CEPITA ANANA MANDARINA 1L,cepita-anana-mandarina-1l,Cepita Anana Mandarina 1L,3500,2275,100,5,bebidas,SMALL,1100,31,9,9,3,BIKE|MOTO|CAR
CEPITA ANANA/MANDARINA 300ML,cepita-ananamandarina-300ml,Cepita Anana/Mandarina 300Ml,1400,910,100,5,bebidas,MICRO,200,15,8,5,1,BIKE|MOTO
SPRITE ZERO ICE 473ml,sprite-zero-ice-473ml,Sprite Zero Ice 473Ml,2400,1560,100,5,bebidas,MICRO,400,13,7,7,1,BIKE|MOTO
POWERADE SOUR 500ml,powerade-sour-500ml,Powerade Sour 500Ml,3000,1950,100,5,bebidas,MICRO,540,23,7,7,1,BIKE|MOTO
"AQUARIUS ANANA Y JENGIBRE ZERO 1,5L",aquarius-anana-y-jengibre-zero-15l,"Aquarius Anana Y Jengibre Zero 1,5L",4700,3055,100,5,bebidas,SMALL,1650,34,10,10,3,BIKE|MOTO|CAR
ESCARBADIENTE MENTA,escarbadiente-menta,Escarbadiente Menta,800,520,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
CEREAL FORT 23gr,cereal-fort-23gr,Cereal Fort 23Gr,1200,780,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
CEREAL FORT GRANRICO,cereal-fort-granrico,Cereal Fort Granrico,1200,780,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
DONCELLA NOCTURNA X8,doncella-nocturna-x8,Doncella Nocturna X8,1800,1170,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
PROTECTORES DONCELLA 40U,protectores-doncella-40u,Protectores Doncella 40U,1500,975,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
GANCIA 950ml,gancia-950ml,Gancia 950Ml,8800,5720,100,5,kiosco,SMALL,800,22,12,8,3,BIKE|MOTO|CAR
GANCIA 450ml,gancia-450ml,Gancia 450Ml,4500,2925,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
DR LEMON VODKA 1L,dr-lemon-vodka-1l,Dr Lemon Vodka 1L,4500,2925,100,5,bebidas,SMALL,1100,31,9,9,3,BIKE|MOTO|CAR
DR LEMON MOJITO 1L,dr-lemon-mojito-1l,Dr Lemon Mojito 1L,4500,2925,100,5,kiosco,SMALL,1100,31,9,9,3,BIKE|MOTO|CAR
DR LEMON LIMON 1L,dr-lemon-limon-1l,Dr Lemon Limon 1L,4500,2925,100,5,kiosco,SMALL,1100,31,9,9,3,BIKE|MOTO|CAR
DR LEMON RED BERRIES 1L,dr-lemon-red-berries-1l,Dr Lemon Red Berries 1L,4500,2925,100,5,kiosco,SMALL,1100,31,9,9,3,BIKE|MOTO|CAR
DR LEMON POMELO 473ml,dr-lemon-pomelo-473ml,Dr Lemon Pomelo 473Ml,2500,1625,100,5,kiosco,MICRO,400,13,7,7,1,BIKE|MOTO
DR LEMON MOJITO 473ml,dr-lemon-mojito-473ml,Dr Lemon Mojito 473Ml,2500,1625,100,5,kiosco,MICRO,400,13,7,7,1,BIKE|MOTO
DR LEMON BLK CHERRY 473ml,dr-lemon-blk-cherry-473ml,Dr Lemon Blk Cherry 473Ml,2500,1625,100,5,kiosco,MICRO,400,13,7,7,1,BIKE|MOTO
DR LEMON GIN TONIC 473ml,dr-lemon-gin-tonic-473ml,Dr Lemon Gin Tonic 473Ml,2500,1625,100,5,bebidas,MICRO,400,13,7,7,1,BIKE|MOTO
GANCIA HIBISCUS 473ml,gancia-hibiscus-473ml,Gancia Hibiscus 473Ml,2500,1625,100,5,kiosco,MICRO,400,13,7,7,1,BIKE|MOTO
DR LEMON SPICY + GINGER ALE 473ml,dr-lemon-spicy-ginger-ale-473ml,Dr Lemon Spicy + Ginger Ale 473Ml,2500,1625,100,5,kiosco,MICRO,400,13,7,7,1,BIKE|MOTO
DR LEMON LIMON 473ml,dr-lemon-limon-473ml,Dr Lemon Limon 473Ml,2500,1625,100,5,kiosco,MICRO,400,13,7,7,1,BIKE|MOTO
DR LEMON VODKA 473ml,dr-lemon-vodka-473ml,Dr Lemon Vodka 473Ml,2500,1625,100,5,bebidas,MICRO,400,13,7,7,1,BIKE|MOTO
LATITUD 33 MALBEC 750ml,latitud-33-malbec-750ml,Latitud 33 Malbec 750Ml,9800,6370,100,5,bebidas,MEDIUM,900,32,11,11,6,MOTO|CAR
LATITUD 33 CABERNET SAUVIGNON 750ml,latitud-33-cabernet-sauvignon-750ml,Latitud 33 Cabernet Sauvignon 750Ml,9800,6370,100,5,bebidas,MEDIUM,900,32,11,11,6,MOTO|CAR
PURE DE PAPAS FLEISS 100gr,pure-de-papas-fleiss-100gr,Pure De Papas Fleiss 100Gr,2600,1690,100,5,kiosco,MICRO,200,15,8,5,1,BIKE|MOTO
JABON BLANCO FEDERAL 150gr,jabon-blanco-federal-150gr,Jabon Blanco Federal 150Gr,1700,1105,100,5,farmacia,MICRO,200,15,8,5,1,BIKE|MOTO
DETERGENTE ULTRA MAGISTRAL 300ml,detergente-ultra-magistral-300ml,Detergente Ultra Magistral 300Ml,2300,1495,100,5,supermercado,MICRO,200,15,8,5,1,BIKE|MOTO
